±Ç×Ó,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,ÓÒ¼ç,×ó¼ç,ÓÒÖâ,×óÖâ,ÓÒÊÖ,×óÊÖ,ÓÒ¿è,×ó¿è,ÓÒÏ¥¸Ç,×óÏ¥¸Ç,ÓÒ½Åõ×,×ó½Åõ×
"[352.0016174316406, 285.6762390136719]","[365.089599609375, 266.0442199707031]","[332.3695983886719, 272.5882263183594]","[397.8096618652344, 292.2202453613281]","[312.737548828125, 298.7642517089844]","[437.07373046875, 410.0124206542969]","[280.01751708984375, 390.3804016113281]","[502.5138244628906, 501.6285705566406]","[214.57740783691406, 488.54052734375]","[607.2179565429688, 521.2605590820312]","[122.96128845214844, 514.716552734375]","[391.26568603515625, 645.5967407226562]","[293.10552978515625, 639.052734375]","[391.26568603515625, 835.3729248046875]","[286.5615234375, 822.2849731445312]","[371.6336364746094, 998.9730834960938]","[286.5615234375, 1012.0611572265625]"
"[345.32830810546875, 275.59820556640625]","[365.14501953125, 262.3870544433594]","[325.5115661621094, 268.99261474609375]","[391.5673522949219, 288.809326171875]","[312.3004455566406, 295.4149169921875]","[437.8063659667969, 401.1040954589844]","[279.2725524902344, 387.8929748535156]","[510.4676818847656, 486.9765625]","[213.21681213378906, 486.9765625]","[602.9457397460938, 526.6100463867188]","[127.34434509277344, 526.6100463867188]","[391.5673522949219, 645.5103149414062]","[292.4837341308594, 638.90478515625]","[391.5673522949219, 837.072021484375]","[285.8781433105469, 830.4664306640625]","[371.7505798339844, 995.605712890625]","[285.8781433105469, 1002.2113037109375]"
"[338.4347229003906, 272.93817138671875]","[358.5301818847656, 252.8427276611328]","[318.33929443359375, 259.5412292480469]","[385.3240661621094, 272.93817138671875]","[304.94232177734375, 279.63665771484375]","[425.5149230957031, 386.81231689453125]","[271.449951171875, 380.11383056640625]","[505.8966979980469, 473.89251708984375]","[217.8621063232422, 487.28948974609375]","[592.9768676757812, 534.1788940429688]","[137.4803466796875, 534.1788940429688]","[392.0225524902344, 627.95751953125]","[291.5453796386719, 627.95751953125]","[392.0225524902344, 822.21337890625]","[284.8468933105469, 815.514892578125]","[371.9270935058594, 996.373779296875]","[298.2438659667969, 989.67529296875]"
"[337.3690490722656, 254.1079864501953]","[351.4535217285156, 240.0234832763672]","[316.2422790527344, 240.0234832763672]","[386.664794921875, 261.1502685546875]","[295.11553955078125, 268.1925048828125]","[421.8760070800781, 366.7840270996094]","[266.946533203125, 366.7840270996094]","[492.2985534667969, 465.3755187988281]","[224.6930389404297, 479.4599914550781]","[569.7632446289062, 542.8402709960938]","[140.18601989746094, 535.7980346679688]","[386.664794921875, 620.3049926757812]","[288.07330322265625, 620.3049926757812]","[379.62255859375, 810.4457397460938]","[288.07330322265625, 810.4457397460938]","[372.5802917480469, 986.5018920898438]","[295.11553955078125, 979.4597778320312]"
"[329.5787658691406, 245.98696899414062]","[344.0281982421875, 224.31289672851562]","[307.9046936035156, 231.53758239746094]","[380.1516418457031, 245.98696899414062]","[293.4553527832031, 260.4363708496094]","[416.2750549316406, 354.35736083984375]","[264.55657958984375, 361.58203125]","[488.5220031738281, 462.72772216796875]","[221.2084197998047, 477.17706298828125]","[560.7688598632812, 542.1992797851562]","[148.9615020751953, 534.9746704101562]","[387.3763427734375, 607.2214965820312]","[293.4553527832031, 599.996826171875]","[387.3763427734375, 795.0634765625]","[293.4553527832031, 787.8388061523438]","[365.7022705078125, 975.6806640625]","[293.4553527832031, 982.9053955078125]"
"[321.35858154296875, 235.3176727294922]","[343.12115478515625, 220.8092498779297]","[306.85009765625, 228.06346130371094]","[379.3922119140625, 242.57188415527344]","[285.0875244140625, 257.080322265625]","[415.66326904296875, 351.38507080078125]","[256.0706787109375, 358.6392517089844]","[480.951171875, 460.19818115234375]","[227.0538330078125, 474.7066345214844]","[553.4932861328125, 539.9945678710938]","[147.25750732421875, 532.7402954101562]","[393.900634765625, 598.0281982421875]","[292.34173583984375, 590.7739868164062]","[393.900634765625, 779.3834228515625]","[292.34173583984375, 779.3834228515625]","[357.629638671875, 931.7218017578125]","[285.0875244140625, 997.0097045898438]"
"[312.1892395019531, 238.8472137451172]","[334.52435302734375, 223.95713806152344]","[297.2991638183594, 231.40216064453125]","[364.3045349121094, 246.29225158691406]","[282.4090881347656, 261.18231201171875]","[408.9747314453125, 350.5227966308594]","[252.62889099121094, 357.9678649902344]","[475.98004150390625, 469.6434326171875]","[222.84873962402344, 477.0884704589844]","[557.8755493164062, 544.0938110351562]","[140.95335388183594, 521.7587280273438]","[394.08465576171875, 603.6541137695312]","[289.8541259765625, 603.6541137695312]","[401.52972412109375, 782.3350219726562]","[289.8541259765625, 789.7800903320312]","[349.4144287109375, 901.4556274414062]","[282.4090881347656, 998.2411499023438]"
"[315.28033447265625, 246.43946838378906]","[329.68023681640625, 232.03956604003906]","[300.8804016113281, 239.23951721191406]","[358.48004150390625, 253.63941955566406]","[279.2805480957031, 260.83941650390625]","[408.87969970703125, 361.63873291015625]","[250.48072814941406, 368.83868408203125]","[473.6792907714844, 484.0379638671875]","[214.48097229003906, 484.0379638671875]","[560.0786743164062, 534.4376220703125]","[128.08152770996094, 520.0377197265625]","[394.47979736328125, 606.4371337890625]","[293.6804504394531, 606.4371337890625]","[416.0796813964844, 757.6361083984375]","[286.4804992675781, 793.6358642578125]","[344.08013916015625, 865.6353759765625]","[272.0805969238281, 1002.4344482421875]"
"[315.2253112792969, 261.24517822265625]","[329.6432189941406, 246.82723999023438]","[293.5983581542969, 246.82723999023438]","[358.4790954589844, 268.45416259765625]","[271.9714660644531, 275.66314697265625]","[408.94189453125, 376.5887451171875]","[250.3445281982422, 383.7977294921875]","[466.6136779785156, 491.9322814941406]","[207.09071350097656, 484.7233581542969]","[560.3303833007812, 520.7681274414062]","[113.37406921386719, 513.5592651367188]","[394.52398681640625, 614.4848022460938]","[293.5983581542969, 621.6937866210938]","[423.3598937988281, 758.6642456054688]","[279.180419921875, 809.1270141601562]","[344.0611877441406, 845.1719360351562]","[264.7624816894531, 989.3512573242188]"
"[317.4940490722656, 267.180908203125]","[331.16815185546875, 253.50680541992188]","[296.9829406738281, 260.3438720703125]","[358.5163269042969, 280.85498046875]","[276.4718017578125, 287.6920166015625]","[399.53857421875, 390.2476806640625]","[249.1236114501953, 390.2476806640625]","[467.9089660644531, 499.640380859375]","[194.4272918701172, 492.80328369140625]","[556.7905883789062, 520.1514892578125]","[105.54571533203125, 513.314453125]","[392.7015075683594, 629.5441284179688]","[290.1458740234375, 636.3811645507812]","[433.7237854003906, 752.6109008789062]","[276.4718017578125, 820.9813232421875]","[351.67926025390625, 848.3295288085938]","[262.7976989746094, 1005.5814208984375]"
"[318.2698059082031, 270.0934143066406]","[338.3994140625, 263.383544921875]","[298.14019775390625, 263.383544921875]","[365.2389221191406, 290.2229919433594]","[278.0105895996094, 290.2229919433594]","[398.7882385253906, 397.5809020996094]","[244.4612274169922, 390.87103271484375]","[465.8869323730469, 498.22894287109375]","[177.362548828125, 498.22894287109375]","[559.8251342773438, 511.648681640625]","[90.13424682617188, 518.3585815429688]","[392.078369140625, 625.7164306640625]","[291.4303283691406, 639.1361694335938]","[439.0474548339844, 746.4940795898438]","[271.30072021484375, 827.0125122070312]","[358.52899169921875, 853.8519897460938]","[264.5908508300781, 1001.4690551757812]"
"[316.0209045410156, 265.39056396484375]","[337.25653076171875, 258.31201171875]","[301.8638000488281, 258.31201171875]","[365.5707092285156, 279.54766845703125]","[280.628173828125, 279.54766845703125]","[400.9634094238281, 385.725830078125]","[245.2354278564453, 385.725830078125]","[478.8273620605469, 484.825439453125]","[174.4499969482422, 491.9039306640625]","[563.7699584960938, 513.1395874023438]","[89.5074462890625, 520.2181396484375]","[393.8848571777344, 619.3177490234375]","[287.7066955566406, 633.474853515625]","[436.3561706542969, 753.8101196289062]","[273.54962158203125, 824.5955200195312]","[358.49212646484375, 881.223876953125]","[266.4710998535156, 1001.55908203125]"
"[322.5777282714844, 252.38156127929688]","[344.1202697753906, 238.01986694335938]","[308.2160339355469, 238.01986694335938]","[365.6628112792969, 266.7432556152344]","[279.49267578125, 266.7432556152344]","[401.5669860839844, 374.45587158203125]","[243.5884552001953, 367.27508544921875]","[473.3753967285156, 474.9876708984375]","[171.78001403808594, 474.9876708984375]","[566.7263793945312, 525.2536010742188]","[92.79075622558594, 518.07275390625]","[394.3861389160156, 611.4236450195312]","[286.67352294921875, 625.7853393554688]","[430.2903137207031, 747.859619140625]","[279.49267578125, 812.4872436523438]","[365.6628112792969, 898.6573486328125]","[272.31182861328125, 984.827392578125]"
"[321.29656982421875, 243.2431182861328]","[343.59271240234375, 228.3790283203125]","[306.4325256347656, 228.3790283203125]","[373.3208923339844, 250.67515563964844]","[284.1363830566406, 250.67515563964844]","[403.049072265625, 354.7237854003906]","[246.9761505126953, 354.7237854003906]","[469.93743896484375, 466.2043762207031]","[187.5198211669922, 458.7723693847656]","[559.1219482421875, 525.6607055664062]","[113.19940185546875, 525.6607055664062]","[395.6170654296875, 599.9811401367188]","[291.56842041015625, 607.4131469726562]","[410.4810791015625, 763.4860229492188]","[284.1363830566406, 800.6463012695312]","[365.88885498046875, 926.9910278320312]","[276.704345703125, 979.0153198242188]"
"[330.582763671875, 231.36671447753906]","[351.4903259277344, 217.42832946777344]","[316.6444091796875, 217.42832946777344]","[379.3670959472656, 238.33590698242188]","[288.7676696777344, 245.30508422851562]","[414.2130432128906, 349.84295654296875]","[253.9217071533203, 349.84295654296875]","[476.9357604980469, 461.3499755859375]","[191.19898986816406, 461.3499755859375]","[560.5659790039062, 538.0110473632812]","[121.50706481933594, 524.0726928710938]","[393.30548095703125, 600.7337646484375]","[288.7676696777344, 600.7337646484375]","[400.274658203125, 788.90185546875]","[281.7984619140625, 795.8710327148438]","[372.3979187011719, 949.1932373046875]","[288.7676696777344, 970.1007690429688]"
"[329.2382507324219, 229.03073120117188]","[350.31317138671875, 214.98080444335938]","[315.1883239746094, 214.98080444335938]","[378.41302490234375, 236.05567932128906]","[294.11346435546875, 243.08065795898438]","[413.5378112792969, 341.43017578125]","[258.9886474609375, 348.45513916015625]","[476.762451171875, 460.8544921875]","[202.78892517089844, 460.8544921875]","[561.06201171875, 538.1290893554688]","[125.51431274414062, 524.0792236328125]","[385.4379577636719, 601.353759765625]","[280.06353759765625, 601.353759765625]","[385.4379577636719, 791.0277709960938]","[287.0885009765625, 791.0277709960938]","[364.3630676269531, 980.70166015625]","[301.1383972167969, 945.576904296875]"
"[331.7622985839844, 236.40713500976562]","[347.15496826171875, 221.01446533203125]","[316.36962890625, 228.71080017089844]","[377.9403076171875, 244.10350036621094]","[293.2806091308594, 244.10350036621094]","[416.42205810546875, 351.852294921875]","[262.4952392578125, 351.852294921875]","[477.99273681640625, 467.29742431640625]","[216.31715393066406, 467.29742431640625]","[562.6525268554688, 536.564453125]","[131.6574249267578, 513.4754638671875]","[385.63665771484375, 598.1351928710938]","[277.887939453125, 598.1351928710938]","[377.9403076171875, 790.5437622070312]","[277.887939453125, 790.5437622070312]","[354.851318359375, 990.6485595703125]","[308.67327880859375, 921.3814697265625]"
"[344.0511779785156, 248.38265991210938]","[358.4786376953125, 233.95518493652344]","[322.409912109375, 233.95518493652344]","[387.3336181640625, 255.59640502929688]","[300.7687072753906, 248.38265991210938]","[416.1885986328125, 363.80255126953125]","[264.70001220703125, 363.80255126953125]","[481.11224365234375, 486.4361572265625]","[221.4175567626953, 479.2223815917969]","[567.6771850585938, 536.9323120117188]","[127.63888549804688, 515.2910766601562]","[387.3336181640625, 609.0697631835938]","[279.12750244140625, 609.0697631835938]","[372.9061279296875, 803.8407592773438]","[279.12750244140625, 789.4132690429688]","[365.6923828125, 998.6117553710938]","[300.7687072753906, 940.9019165039062]"
"[344.6549377441406, 266.7369689941406]","[365.43365478515625, 252.88450622558594]","[330.8024597167969, 252.88450622558594]","[393.1385498046875, 273.6632080078125]","[310.0238037109375, 273.6632080078125]","[427.7696838378906, 384.4829406738281]","[268.4664001464844, 377.5566711425781]","[476.25335693359375, 502.2288818359375]","[219.98277282714844, 488.3763732910156]","[573.2205810546875, 536.8599853515625]","[123.0155029296875, 509.15509033203125]","[386.2123107910156, 633.8272094726562]","[282.31884765625, 626.9010009765625]","[379.2861022949219, 813.9092407226562]","[275.3926086425781, 806.9829711914062]","[365.43365478515625, 1000.9174194335938]","[296.17132568359375, 952.433837890625]"
"[351.7397155761719, 280.04180908203125]","[372.08599853515625, 266.47760009765625]","[338.1755065917969, 266.47760009765625]","[399.21441650390625, 286.82391357421875]","[317.8292236328125, 286.82391357421875]","[433.1249084472656, 402.1195983886719]","[277.1366271972656, 388.5553894042969]","[480.5995788574219, 517.415283203125]","[216.0977325439453, 497.0689697265625]","[582.3311157226562, 530.9794311523438]","[121.14834594726562, 503.85107421875]","[385.65020751953125, 646.2750854492188]","[277.1366271972656, 646.2750854492188]","[378.8681335449219, 836.1738891601562]","[270.3545227050781, 815.8275756835938]","[358.52178955078125, 1005.7262573242188]","[283.9187316894531, 971.8157348632812]"
"[358.53668212890625, 292.7845764160156]","[371.803466796875, 279.5177917480469]","[338.6365051269531, 279.5177917480469]","[398.3370056152344, 299.4179992675781]","[318.7362976074219, 299.4179992675781]","[431.5039978027344, 412.1856689453125]","[278.93597412109375, 398.91888427734375]","[484.5711669921875, 524.953369140625]","[212.6020050048828, 498.4197692871094]","[584.072021484375, 531.5867309570312]","[113.10108947753906, 505.05316162109375]","[385.07025146484375, 657.6212158203125]","[278.93597412109375, 644.3544311523438]","[385.07025146484375, 849.9896240234375]","[265.6691589355469, 823.4560546875]","[358.53668212890625, 1009.1910400390625]","[272.30255126953125, 989.2908325195312]"
"[358.5394592285156, 289.6412353515625]","[378.355712890625, 276.4303894042969]","[345.3286437988281, 276.4303894042969]","[404.77740478515625, 296.24664306640625]","[318.906982421875, 296.24664306640625]","[437.804443359375, 408.5387268066406]","[272.6690673828125, 395.327880859375]","[497.25323486328125, 514.2254028320312]","[213.2202911376953, 494.4091491699219]","[583.1236572265625, 540.6470336914062]","[114.13905334472656, 507.6199645996094]","[384.96112060546875, 652.9391479492188]","[279.27447509765625, 646.3336791992188]","[384.96112060546875, 844.4961547851562]","[266.06365966796875, 831.2853393554688]","[358.5394592285156, 1016.2368774414062]","[266.06365966796875, 996.4207153320312]"
"[365.3612365722656, 278.3338317871094]","[379.05279541015625, 264.64227294921875]","[344.8238830566406, 264.64227294921875]","[406.4359436035156, 285.17962646484375]","[324.2865295410156, 278.3338317871094]","[433.81903076171875, 394.7121887207031]","[269.5202331542969, 381.0205993652344]","[502.27691650390625, 497.3989562988281]","[207.9081573486328, 483.7073669433594]","[584.4263305664062, 545.3193969726562]","[118.9129638671875, 511.09051513671875]","[385.8985900878906, 648.0061645507812]","[276.36602783203125, 641.160400390625]","[385.8985900878906, 832.8423461914062]","[269.5202331542969, 825.99658203125]","[358.51544189453125, 1010.8326416015625]","[269.5202331542969, 990.2953491210938]"
"[358.50390625, 259.9096984863281]","[379.3874816894531, 245.98728942871094]","[344.58148193359375, 245.98728942871094]","[400.2710266113281, 266.87091064453125]","[316.7367248535156, 266.87091064453125]","[435.0770568847656, 378.2500305175781]","[274.9695129394531, 371.2888488769531]","[497.7278137207031, 482.6679992675781]","[212.31874084472656, 468.74560546875]","[581.2621459960938, 545.3187866210938]","[121.82319641113281, 517.4739379882812]","[386.3486633300781, 635.8142700195312]","[281.93072509765625, 628.8530883789062]","[379.3874816894531, 823.7665405273438]","[274.9695129394531, 809.8441772460938]","[358.50390625, 1011.7188110351562]","[274.9695129394531, 976.9129028320312]"
"[358.46728515625, 240.5149383544922]","[373.121826171875, 233.18765258789062]","[343.8127136230469, 225.86036682128906]","[402.43096923828125, 255.1695098876953]","[314.5036315917969, 247.84222412109375]","[431.7401123046875, 365.0787658691406]","[270.5399169921875, 357.75146484375]","[490.35833740234375, 460.33343505859375]","[211.92164611816406, 460.33343505859375]","[570.9584350585938, 540.9335327148438]","[131.321533203125, 518.9517211914062]","[387.77642822265625, 606.8790893554688]","[285.1944580078125, 606.8790893554688]","[373.121826171875, 812.04296875]","[277.8671875, 804.7156372070312]","[365.7945861816406, 1002.5523071289062]","[285.1944580078125, 973.2432250976562]"
"[358.4370422363281, 241.15748596191406]","[373.6970520019531, 225.8974609375]","[335.5469970703125, 225.8974609375]","[396.5870666503906, 248.78749084472656]","[312.6569519042969, 241.15748596191406]","[427.1071472167969, 355.60772705078125]","[266.8768615722656, 347.9776916503906]","[495.7772521972656, 462.4279479980469]","[213.4667510986328, 462.4279479980469]","[572.0774536132812, 538.72802734375]","[137.16661071777344, 523.468017578125]","[388.9571228027344, 592.1381225585938]","[289.76690673828125, 592.1381225585938]","[381.3270568847656, 798.1485595703125]","[282.1368713378906, 798.1485595703125]","[358.4370422363281, 988.8988647460938]","[282.1368713378906, 973.6388549804688]"
"[359.01263427734375, 232.40927124023438]","[374.0712890625, 224.8799591064453]","[336.4246520996094, 217.3506317138672]","[396.6592712402344, 247.4679412841797]","[313.836669921875, 239.93861389160156]","[426.7765808105469, 352.8785095214844]","[268.6607360839844, 352.8785095214844]","[494.5404968261719, 458.2890319824219]","[215.95545959472656, 465.818359375]","[569.8336791992188, 541.1116333007812]","[133.1328887939453, 526.0529174804688]","[396.6592712402344, 593.8168334960938]","[291.24871826171875, 586.2875366210938]","[389.1299133300781, 797.108642578125]","[291.24871826171875, 797.108642578125]","[359.01263427734375, 977.8124389648438]","[283.7193908691406, 985.3417358398438]"
"[356.1412048339844, 238.29022216796875]","[378.6789855957031, 230.7776336669922]","[341.1159973144531, 223.26504516601562]","[401.2167663574219, 245.80282592773438]","[311.06561279296875, 238.29022216796875]","[423.7545471191406, 358.4918212890625]","[265.99005126953125, 358.4918212890625]","[483.8553771972656, 471.1807556152344]","[220.91444396972656, 471.1807556152344]","[566.4939575195312, 538.7941284179688]","[138.27586364746094, 523.7689819335938]","[393.7041931152344, 598.8949584960938]","[288.5278015136719, 591.3823852539062]","[393.7041931152344, 786.7098999023438]","[296.0404052734375, 794.2224731445312]","[363.6537780761719, 967.0122680664062]","[296.0404052734375, 997.0625610351562]"
"[358.48974609375, 252.67947387695312]","[379.79815673828125, 238.47389221191406]","[344.2841491699219, 238.47389221191406]","[401.10650634765625, 259.78228759765625]","[308.7701416015625, 252.67947387695312]","[422.4148864746094, 366.32427978515625]","[266.15338134765625, 366.32427978515625]","[479.2372741699219, 479.968994140625]","[216.4337921142578, 479.968994140625]","[564.4708862304688, 529.6885375976562]","[124.09739685058594, 522.5857543945312]","[401.10650634765625, 600.716552734375]","[294.5645446777344, 600.716552734375]","[394.00372314453125, 792.4920654296875]","[301.6673583984375, 792.4920654296875]","[365.592529296875, 970.06201171875]","[301.6673583984375, 1005.5758666992188]"
"[358.51910400390625, 262.6961669921875]","[378.9462890625, 255.88710021972656]","[338.0919494628906, 249.0780487060547]","[399.3734436035156, 276.31427001953125]","[310.855712890625, 269.5052185058594]","[419.80059814453125, 378.45013427734375]","[263.19232177734375, 378.45013427734375]","[474.2730712890625, 501.0131530761719]","[215.52891540527344, 494.2040710449219]","[562.790771484375, 528.2493896484375]","[127.01116943359375, 521.4403076171875]","[399.3734436035156, 623.576171875]","[297.23760986328125, 623.576171875]","[392.56439208984375, 807.420654296875]","[297.23760986328125, 814.229736328125]","[365.32818603515625, 977.6470947265625]","[304.0466613769531, 1011.6923217773438]"
"[358.5246276855469, 280.1299133300781]","[372.0325622558594, 266.6219482421875]","[338.2626647949219, 266.6219482421875]","[392.2945251464844, 293.63787841796875]","[311.24676513671875, 280.1299133300781]","[419.3104553222656, 394.9476013183594]","[263.9688720703125, 394.9476013183594]","[473.3423156738281, 509.7652893066406]","[209.93702697753906, 503.0113220214844]","[567.8980102539062, 530.0272216796875]","[122.13525390625, 530.0272216796875]","[399.0484924316406, 644.8449096679688]","[297.7388000488281, 644.8449096679688]","[399.0484924316406, 820.4483642578125]","[297.7388000488281, 827.202392578125]","[372.0325622558594, 982.5438842773438]","[304.4927673339844, 1009.559814453125]"
"[358.5344543457031, 295.47320556640625]","[378.50115966796875, 282.16204833984375]","[338.5677185058594, 275.5064697265625]","[391.8123474121094, 302.1287841796875]","[311.9454040527344, 295.47320556640625]","[425.0902404785156, 408.6180419921875]","[265.3563537597656, 408.6180419921875]","[478.3348693847656, 521.7628784179688]","[198.80055236816406, 515.1072998046875]","[571.5128784179688, 535.073974609375]","[112.27804565429688, 535.073974609375]","[398.4679260253906, 654.8744506835938]","[298.6342468261719, 654.8744506835938]","[405.12347412109375, 821.2638549804688]","[291.9786682128906, 841.2305908203125]","[378.50115966796875, 980.9977416992188]","[305.2898254394531, 1007.6199951171875]"
"[358.5374450683594, 293.003662109375]","[378.4139099121094, 286.378173828125]","[338.6609802246094, 279.752685546875]","[391.6649475097656, 306.254638671875]","[312.1590270996094, 299.629150390625]","[424.7923889160156, 412.26251220703125]","[265.78057861328125, 405.63702392578125]","[484.4217834472656, 518.2703857421875]","[199.52565002441406, 511.6448974609375]","[577.1786499023438, 538.1468505859375]","[106.76875305175781, 538.1468505859375]","[404.9159240722656, 650.7802124023438]","[298.90802001953125, 650.7802124023438]","[404.9159240722656, 823.04296875]","[292.28253173828125, 842.91943359375]","[385.0393981933594, 982.0546875]","[305.53350830078125, 1008.556640625]"
"[358.527587890625, 288.7073669433594]","[378.7005920410156, 275.2586669921875]","[345.07891845703125, 275.2586669921875]","[398.87359619140625, 302.1560363769531]","[311.4572448730469, 288.7073669433594]","[425.7709655761719, 403.0211181640625]","[264.3868713378906, 396.2967529296875]","[493.0143127441406, 503.8861389160156]","[203.86781311035156, 503.8861389160156]","[580.4307250976562, 537.5078125]","[116.451416015625, 537.5078125]","[405.59796142578125, 645.0972290039062]","[298.008544921875, 645.0972290039062]","[405.59796142578125, 819.9299926757812]","[291.2842102050781, 833.378662109375]","[385.4248962402344, 981.3140258789062]","[304.7328796386719, 1008.2113647460938]"
"[365.3901062011719, 275.87542724609375]","[386.0237731933594, 262.1196594238281]","[351.63433837890625, 262.1196594238281]","[399.779541015625, 289.6312255859375]","[317.244873046875, 275.87542724609375]","[427.2911071777344, 392.7995910644531]","[269.09967041015625, 385.92169189453125]","[496.0700378417969, 495.9679260253906]","[207.19862365722656, 489.09002685546875]","[578.6046752929688, 544.1132202148438]","[124.66392517089844, 544.1132202148438]","[406.657470703125, 640.4036254882812]","[303.4891052246094, 640.4036254882812]","[406.657470703125, 819.228759765625]","[296.6112060546875, 826.106689453125]","[386.0237731933594, 977.420166015625]","[303.4891052246094, 1004.9318237304688]"
"[365.4725036621094, 266.422607421875]","[386.3809509277344, 252.483642578125]","[351.5335998535156, 252.483642578125]","[407.2893371582031, 273.3920593261719]","[323.65570068359375, 266.422607421875]","[435.1672058105469, 377.93414306640625]","[274.8694152832031, 370.96466064453125]","[490.9230041503906, 482.4761657714844]","[212.14418029785156, 482.4761657714844]","[574.5565795898438, 552.1708984375]","[135.47998046875, 538.23193359375]","[407.2893371582031, 621.8656005859375]","[302.7472839355469, 621.8656005859375]","[400.3198547363281, 810.041259765625]","[302.7472839355469, 810.041259765625]","[386.3809509277344, 977.3084716796875]","[309.7167663574219, 998.2169189453125]"
"[379.3963928222656, 259.7718505859375]","[393.324951171875, 245.84329223632812]","[358.5035705566406, 245.84329223632812]","[407.25347900390625, 266.73614501953125]","[330.646484375, 266.73614501953125]","[442.0747985839844, 371.2001953125]","[281.8966064453125, 371.2001953125]","[497.7889709472656, 475.66424560546875]","[219.2181854248047, 482.62847900390625]","[581.3601684570312, 559.2354736328125]","[142.61119079589844, 538.3426513671875]","[407.25347900390625, 607.9853515625]","[302.7894287109375, 607.9853515625]","[400.2892150878906, 802.9849243164062]","[302.7894287109375, 809.94921875]","[393.324951171875, 977.091552734375]","[316.7179870605469, 991.0202026367188]"
"[379.1457824707031, 261.5653381347656]","[399.7793884277344, 247.8096160888672]","[365.39007568359375, 247.8096160888672]","[413.53515625, 268.4432067871094]","[331.0007629394531, 268.4432067871094]","[441.0466003417969, 378.4890441894531]","[282.855712890625, 371.6111755371094]","[502.9473571777344, 481.6570129394531]","[234.7106475830078, 488.5348815917969]","[585.4817504882812, 557.3134765625]","[152.17626953125, 536.6798706054688]","[406.6572570800781, 626.0921630859375]","[303.4892883300781, 619.2142333984375]","[399.7793884277344, 811.7944946289062]","[303.4892883300781, 811.7944946289062]","[392.90155029296875, 983.7410278320312]","[331.0007629394531, 956.2296142578125]"
"[379.4674987792969, 260.3285827636719]","[400.433837890625, 253.3397979736328]","[365.4898986816406, 246.35101318359375]","[421.400146484375, 274.30615234375]","[337.5347900390625, 274.30615234375]","[449.35528564453125, 386.12664794921875]","[288.61334228515625, 379.13787841796875]","[505.26556396484375, 490.9583740234375]","[246.68064880371094, 490.9583740234375]","[589.1309204101562, 553.8573608398438]","[162.8152618408203, 525.9022827148438]","[407.422607421875, 623.7452392578125]","[302.5909118652344, 623.7452392578125]","[400.433837890625, 805.4535522460938]","[302.5909118652344, 805.4535522460938]","[400.433837890625, 987.1617431640625]","[330.5460205078125, 938.2403564453125]"
